season,episode,title,aired_date,synopsis,imdb_rating,imdb_vote_count,thumbnail_url,imdb_episode_url,is_holiday
1,1,Human Flesh,"Sun, Jan 9, 2011","On top of watching his dysfunctional family crumble around him, Bob faces the wrath of a jealous health inspector who cooks up a nasty rumor about the restaurant's choice of meat.",7.7,2500,"https://m.media-amazon.com/images/M/MV5BMTg0Nzk3OTc5MV5BMl5BanBnXkFtZTcwNjE5MTcyNA@@._V1_QL75_UY281_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt1645218/?ref_=ttep_ep_1,FALSE
1,2,Crawl Space,"Sun, Jan 16, 2011","His in-laws are coming into town, and Bob tries desperately to concoct a plan to avoid them for as long as he can. Unfortunately, Bob did not plan to get stuck in the recesses of the family restaurant.",8.1,2200,"https://m.media-amazon.com/images/M/MV5BZTU1OGQ5MTctNjQyNy00NTRmLTg5OTktYzEyMWFlNTQyMWU4XkEyXkFqcGc@._V1_QL75_UY281_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt1646300/?ref_=ttep_ep_2,FALSE
1,3,Sacred Cow,"Sun, Jan 23, 2011","A filmmaker placed a cow outside the restaurant to make a statement, which angers Bob, but his family is confused over how he treats the cow.",7.5,1900,"https://m.media-amazon.com/images/M/MV5BMjcxMmJmY2ItZGFkZS00MTVmLWE3YTItOTQ3NTk2NTZiMDk1XkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt1645219/?ref_=ttep_ep_3,FALSE
1,4,Sexy Dance Fighting,"Sun, Feb 13, 2011","When Tina develops a crush on the new martial arts instructor in town, she joins the class and ends up shirking her responsibilities at the restaurant. Bob finds out what's going on and decides to take matters into his own hands.",7.4,1800,"https://m.media-amazon.com/images/M/MV5BMTQxNjMxOTA0OF5BMl5BanBnXkFtZTgwNjI5OTg0MjE@._V1_QL75_UX500_CR0,47,500,281_.jpg",https://www.imdb.com/title/tt1645220/?ref_=ttep_ep_4,FALSE
1,5,Hamburger Dinner Theater,"Sun, Feb 20, 2011","Linda is dying to relive her dream of becoming a star on Broadway, so she decides to host a dinner theater at the restaurant. But on opening night a shocking surprise leaves Linda with a more chilling production than she planned for.",7.5,1800,"https://m.media-amazon.com/images/M/MV5BMTUyMzM0MzY3OV5BMl5BanBnXkFtZTgwODMyNzg0MjE@._V1_QL75_UX500_CR0,47,500,281_.jpg",https://www.imdb.com/title/tt1841032/?ref_=ttep_ep_5,FALSE
1,6,"Sheesh! Cab, Bob?","Sun, Mar 6, 2011","Bob takes a second job as a nighttime cab driver so he can give Tina the 13th birthday party she deserves, and he makes some surprising new friends along the ride.",8.3,2000,"https://m.media-amazon.com/images/M/MV5BMjMzMzI2NTE1OV5BMl5BanBnXkFtZTgwNDUzOTg0MjE@._V1_QL75_UX500_CR0,47,500,281_.jpg",https://www.imdb.com/title/tt1854660/?ref_=ttep_ep_6,FALSE
1,7,Bed & Breakfast,"Sun, Mar 13, 2011","Linda gets really excited about opening a Bed and Breakfast to capitalize on the high volume of tourists coming into town, but when the guests start to arrive Louise senses espionage afoot.",7.6,1600,"https://m.media-amazon.com/images/M/MV5BMTQ3Mjk1ODA1OF5BMl5BanBnXkFtZTgwMTMzOTg0MjE@._V1_QL75_UX500_CR0,47,500,281_.jpg",https://www.imdb.com/title/tt1854659/?ref_=ttep_ep_7,FALSE
1,8,Art Crawl,"Sun, Mar 20, 2011","Linda's eccentric sister Gayle comes to town intending to use the restaurant as a gallery for her paintings during this year's ""Art Crawl."" Bob is left totally oblivious the comically explicit nature of Gayle's artwork until it's too late.",7.9,1700,"https://m.media-amazon.com/images/M/MV5BMTYwNTQ2ODk4Nl5BMl5BanBnXkFtZTgwODc0NTg0MjE@._V1_QL75_UX500_CR0,47,500,281_.jpg",https://www.imdb.com/title/tt1857991/?ref_=ttep_ep_8,FALSE
1,9,Spaghetti Western and Meatballs,"Sun, Mar 27, 2011","Bob and Gene bond over spaghetti western movies, which makes Louise jealous.",7.6,1600,"https://m.media-amazon.com/images/M/MV5BMTg4Nzk1NjE3NV5BMl5BanBnXkFtZTgwODU0NTg0MjE@._V1_QL75_UX500_CR0,47,500,281_.jpg",https://www.imdb.com/title/tt1857992/?ref_=ttep_ep_9,FALSE
1,10,Burger War,"Sun, Apr 10, 2011","Bob's landlord has been understanding about the consistent delay in rent, but payment time has come. After getting wind of Bob's financial trouble, Jimmy Pesto faces-off against his mortal enemy by introducing burgers to his own menu.",7.7,1500,"https://m.media-amazon.com/images/M/MV5BMzU4NDVjYzMtZjU2MC00MjQ4LWI1M2EtYzc3YzEwNDVhNGYyXkEyXkFqcGc@._V1_QL75_UY281_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt1876671/?ref_=ttep_ep_10,FALSE
1,11,Weekend at Mort's,"Sun, May 8, 2011",The family has to stay next door at Mort the Mortician's house since the restaurant is infested with mold. Bob and Linda double date with Mort and his mysterious Internet-girlfriend; while Tina entertains her siblings in the crematorium.,8,1600,"https://m.media-amazon.com/images/M/MV5BMTUzMDU5OTYyMF5BMl5BanBnXkFtZTgwMTUzNzg0MjE@._V1_QL75_UX500_CR0,47,500,281_.jpg",https://www.imdb.com/title/tt1905230/?ref_=ttep_ep_11,FALSE
1,12,Lobsterfest,"Sun, May 15, 2011","Bob is likely the only person in town excited about the cancellation of this years ""Lobsterfest"" due to inclement weather. Bob strikes gold when he opens the restaurant regardless of the storm, and is celebrated by the masses.",7.6,1500,"https://m.media-amazon.com/images/M/MV5BMjIzOTcxMDg5MF5BMl5BanBnXkFtZTgwNTc0Njg0MjE@._V1_QL75_UX500_CR0,47,500,281_.jpg",https://www.imdb.com/title/tt1919433/?ref_=ttep_ep_12,FALSE
1,13,Torpedo,"Sun, May 22, 2011","Bob is giddy as ever when his role model, minor league pitcher Torpedo Jones, gives a shout-out to the restaurant during a game, but is blind-sided upon finding out Torpedo endorses his burgers for reasons which are morally shaky at best.",7.6,1500,"https://m.media-amazon.com/images/M/MV5BMjA5ODQ1MzIxMV5BMl5BanBnXkFtZTgwODYyMjk0MjE@._V1_QL75_UX500_CR0,47,500,281_.jpg",https://www.imdb.com/title/tt1928417/?ref_=ttep_ep_13,FALSE
2,1,The Belchies,"Sun, Mar 11, 2012",The kids hunt for treasure in an abandoned taffy factory and Bob and Linda must find them before the factory's scheduled demolition.,8.3,1600,"https://m.media-amazon.com/images/M/MV5BNjk4NzY5MTUzNF5BMl5BanBnXkFtZTgwMjUwNDg0MjE@._V1_QL75_UX500_CR0,47,500,281_.jpg",https://www.imdb.com/title/tt2273811/?ref_=ttep_ep_1,FALSE
2,2,Bob Day Afternoon,"Sun, Mar 18, 2012","A bank robber holds up a bank across the street from Bob's Burgers. When the robbery goes awry, Bob finds himself at the center of a hostage crisis.",8.6,1900,"https://m.media-amazon.com/images/M/MV5BMDkyMTFkZjktNDAyYy00MjMyLTk5MjktZWNjZDg4ZjYxMmI3XkEyXkFqcGc@._V1_QL75_UY281_CR5,0,500,281_.jpg",https://www.imdb.com/title/tt2020389/?ref_=ttep_ep_2,FALSE
2,3,Synchronized Swimming,"Sun, Mar 25, 2012","The Belcher children sign up for an independent study of synchronized swimming in lieu on participating in gym class. Linda disturbingly watches ""pregnant yoga"" and comes to the rescue of her children in the end.",7.4,1500,"https://m.media-amazon.com/images/M/MV5BMTQxMjI5ODk1Ml5BMl5BanBnXkFtZTgwNTY2Nzg0MjE@._V1_QL75_UX500_CR0,47,500,281_.jpg",https://www.imdb.com/title/tt2303131/?ref_=ttep_ep_3,FALSE
2,4,Burgerboss,"Sun, Apr 1, 2012",Bob becomes a gamer.,8.2,1600,"https://m.media-amazon.com/images/M/MV5BNDUwMDAxMzg5MV5BMl5BanBnXkFtZTgwNTY4MTk0MjE@._V1_QL75_UX500_CR0,47,500,281_.jpg",https://www.imdb.com/title/tt2317497/?ref_=ttep_ep_4,FALSE
2,5,Food Truckin',"Sun, Apr 15, 2012",Bob gives the food truck business a try.,7.8,1500,"https://m.media-amazon.com/images/M/MV5BMTc0NjYyNzc3NV5BMl5BanBnXkFtZTgwODMzMjg0MjE@._V1_QL75_UX500_CR0,47,500,281_.jpg",https://www.imdb.com/title/tt2340209/?ref_=ttep_ep_5,FALSE
2,6,Dr. Yap,"Sun, Apr 29, 2012","When a drugged Bob kisses Gayle thinking she's Linda, Gayle develops a crush on him.",7.5,1400,"https://m.media-amazon.com/images/M/MV5BMjE5NDc2NzE3NF5BMl5BanBnXkFtZTgwODY1ODg0MjE@._V1_QL75_UX500_CR0,47,500,281_.jpg",https://www.imdb.com/title/tt2366089/?ref_=ttep_ep_6,FALSE
2,7,Moody Foodie,"Sun, May 6, 2012","After a critic leaves the restaurant a bad review, Bob goes to drastic measures to get him to change his mind.",7.7,1400,"https://m.media-amazon.com/images/M/MV5BMTQzOTk4MTA4MF5BMl5BanBnXkFtZTgwNzY5MTg0MjE@._V1_QL75_UX500_CR0,47,500,281_.jpg",https://www.imdb.com/title/tt2376081/?ref_=ttep_ep_7,FALSE
2,8,Bad Tina,"Sun, May 13, 2012",Tina pals around with a bad girl.,8,1500,"https://m.media-amazon.com/images/M/MV5BMTA3ODMyODIzNDheQTJeQWpwZ15BbWU4MDk0NTI5NDIx._V1_QL75_UX500_CR0,47,500,281_.jpg",https://www.imdb.com/title/tt2386531/?ref_=ttep_ep_8,FALSE
2,9,Beefsquatch,"Sun, May 20, 2012","Bob gets thrilled when he gets offered to be in a cookery segment in a local morning show. When Gene steps into the limelight, the audience is not entertained and enthralled by Bob's performance.",7.7,1400,"https://m.media-amazon.com/images/M/MV5BMjAxMTg1NjU4Nl5BMl5BanBnXkFtZTgwNTg3Njg0MjE@._V1_QL75_UX500_CR0,47,500,281_.jpg",https://www.imdb.com/title/tt2394175/?ref_=ttep_ep_9,FALSE
3,1,Ear-Sy Rider,"Sun, Sep 30, 2012","While a biker gang begins hanging out at the restaurant, Louise goes through a crisis after a teenager steals her bunny ear hat.",8.2,1500,"https://m.media-amazon.com/images/M/MV5BMTkxOTQ5ODI3MV5BMl5BanBnXkFtZTcwNTU2NjM0OA@@._V1_QL75_UY281_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt2393284/?ref_=ttep_ep_1,FALSE
3,2,Full Bars,"Sun, Oct 7, 2012","On Halloween, the kids run into bullies when they go trick-or-treating in the rich neighborhood, while Bob and Linda attend a party where someone kills Teddy's pet guinea pig.",8.3,1500,"https://m.media-amazon.com/images/M/MV5BMjAxODM5NjI3MF5BMl5BanBnXkFtZTgwNDgyNjg0MjE@._V1_QL75_UX500_CR0,47,500,281_.jpg",https://www.imdb.com/title/tt2393286/?ref_=ttep_ep_2,TRUE
3,3,Bob Fires the Kids,"Sun, Nov 4, 2012","Fearing that he is ruining their childhoods, Bob fires the kids from their jobs at the restaurant, but they just end up working for hippies who run a marijuana farm, instead.",8,1500,"https://m.media-amazon.com/images/M/MV5BMTc2MzU5MTczN15BMl5BanBnXkFtZTgwNTUyMjg0MjE@._V1_QL75_UX500_CR0,47,500,281_.jpg",https://www.imdb.com/title/tt2483074/?ref_=ttep_ep_3,FALSE
3,4,Mutiny on the Windbreaker,"Sun, Nov 11, 2012","Bob brings the family along when he is hired to be a chef on a docked cruise ship, so they can see his skills outside the restaurant.",7.5,1400,"https://m.media-amazon.com/images/M/MV5BMjIyOTg1Mjg0OF5BMl5BanBnXkFtZTgwNTYyMjg0MjE@._V1_QL75_UX500_CR0,47,500,281_.jpg",https://www.imdb.com/title/tt2483078/?ref_=ttep_ep_4,FALSE
3,5,An Indecent Thanksgiving Proposal,"Sun, Nov 18, 2012","In order to entice an old flame who is only attracted to married men, Mr. Fischoeder bribes Bob into letting him pass off Linda and the kids as his own family, but the situation ruins all of Bob's Thanksgiving traditions.",8.2,1500,"https://m.media-amazon.com/images/M/MV5BMTY5Mzg1MzQ1OF5BMl5BanBnXkFtZTgwMDkyMjg0MjE@._V1_QL75_UX500_CR0,47,500,281_.jpg",https://www.imdb.com/title/tt2483080/?ref_=ttep_ep_5,TRUE
3,6,The Deepening,"Sun, Nov 25, 2012","Mr. Fischoeder buys a mechanical movie shark as an attraction for his amusement park, but the kids accidentally let it loose on the town, forcing Bob and Teddy to save the day.",7.8,1300,"https://m.media-amazon.com/images/M/MV5BMjAzNTczNTAxMV5BMl5BanBnXkFtZTgwNTAwMjg0MjE@._V1_QL75_UX500_CR0,47,500,281_.jpg",https://www.imdb.com/title/tt2511944/?ref_=ttep_ep_6,FALSE
3,7,Tina-Rannosaurus Wrecks,"Sun, Dec 2, 2012","Tina is wracked with guilt when Bob forces her to lie about an accident that occurred when he let her drive his car, but a shady insurance adjuster sees through their ploy and blackmails Bob into committing more insurance fraud.",8.3,1500,"https://m.media-amazon.com/images/M/MV5BNDYwNTM3OTk5M15BMl5BanBnXkFtZTgwNDExMjk0MjE@._V1_QL75_UX500_CR0,47,500,281_.jpg",https://www.imdb.com/title/tt2524708/?ref_=ttep_ep_7,FALSE
3,8,The Unbearable Like-Likeness of Gene,"Sun, Dec 9, 2012","An incredibly annoying girl develops a crush on Gene, but he can't bring himself to dump her after he finds out her father has a music studio in their home.",7.7,1300,"https://m.media-amazon.com/images/M/MV5BMjQyNjEyNzQwMV5BMl5BanBnXkFtZTgwMTkwMzg0MjE@._V1_QL75_UX500_CR0,47,500,281_.jpg",https://www.imdb.com/title/tt2531550/?ref_=ttep_ep_8,FALSE
3,9,Bob Rest Ye Merry Gentle-Mannequins,"Sun, Dec 16, 2012",'Tis the season for strange holiday mannequins.,7.8,1400,"https://m.media-amazon.com/images/M/MV5BMjAzMjc5NTQxM15BMl5BanBnXkFtZTgwNzIyMzg0MjE@._V1_QL75_UX500_CR0,47,500,281_.jpg",https://www.imdb.com/title/tt2531554/?ref_=ttep_ep_9,TRUE
3,10,Mother Daughter Laser Razor,"Sun, Jan 6, 2013","Linda struggles to connect with Louise when they attend a mother-daughter seminar, while Bob takes Tina to get her legs waxed.",8,1400,"https://m.media-amazon.com/images/M/MV5BMTU2NTM2OTE4Nl5BMl5BanBnXkFtZTgwNDMwNDk0MjE@._V1_QL75_UX500_CR0,47,500,281_.jpg",https://www.imdb.com/title/tt2579964/?ref_=ttep_ep_10,FALSE
3,11,Nude Beach,"Sun, Jan 13, 2013",It's dingles and dongles and birthday suits.,7.5,1300,"https://m.media-amazon.com/images/M/MV5BMjEyMzQ0MDU1OV5BMl5BanBnXkFtZTgwODg1MTg0MjE@._V1_QL75_UX500_CR0,47,500,281_.jpg",https://www.imdb.com/title/tt2605340/?ref_=ttep_ep_11,FALSE
3,12,Broadcast Wagstaff School News,"Sun, Jan 27, 2013",Tina is on a mission to unmask the middle school and Gene decides to dress up like Bob,8.5,1500,"https://m.media-amazon.com/images/M/MV5BMTA1NjkxMjc4NjheQTJeQWpwZ15BbWU4MDUxNzI5NDIx._V1_QL75_UX500_CR0,47,500,281_.jpg",https://www.imdb.com/title/tt2615854/?ref_=ttep_ep_12,FALSE
3,13,My Fuzzy Valentine,"Sun, Feb 10, 2013",Bob gets romantic.,7.5,1200,"https://m.media-amazon.com/images/M/MV5BMTgwMTQ2MjkwOF5BMl5BanBnXkFtZTgwNDYyOTg0MjE@._V1_QL75_UX500_CR0,47,500,281_.jpg",https://www.imdb.com/title/tt2661986/?ref_=ttep_ep_13,TRUE
3,14,Lindapendent Woman,"Sun, Feb 17, 2013",Linda quits the restaurant and takes up a job at a grocery store.,7.8,1300,"https://m.media-amazon.com/images/M/MV5BMjEwMzIxMDE4Ml5BMl5BanBnXkFtZTgwODY1Mjg0MjE@._V1_QL75_UX500_CR0,47,500,281_.jpg",https://www.imdb.com/title/tt2677612/?ref_=ttep_ep_14,FALSE
3,15,O.T.: The Outside Toilet,"Sun, Mar 3, 2013",Gene encounters a mysterious talking toilet.,8.2,1400,"https://m.media-amazon.com/images/M/MV5BMjMxNTgyMTkzN15BMl5BanBnXkFtZTgwMjI5MTk0MjE@._V1_QL75_UX500_CR0,47,500,281_.jpg",https://www.imdb.com/title/tt2708068/?ref_=ttep_ep_15,FALSE
3,16,Topsy,"Sun, Mar 10, 2013",The Belcher kids take on a Thomas Edison fanatic.,8.5,1500,"https://m.media-amazon.com/images/M/MV5BNTgwOTQyNTY2MV5BMl5BanBnXkFtZTgwMTA0MTk0MjE@._V1_QL75_UX500_CR0,47,500,281_.jpg",https://www.imdb.com/title/tt2733872/?ref_=ttep_ep_16,FALSE
3,17,Two for Tina,"Sun, Mar 17, 2013",Tina finds herself in a love triangle.,7.9,1300,"https://m.media-amazon.com/images/M/MV5BMTY1MTY0MDUzMF5BMl5BanBnXkFtZTgwMzA3Mjk0MjE@._V1_QL75_UX500_CR0,47,500,281_.jpg",https://www.imdb.com/title/tt2735282/?ref_=ttep_ep_17,FALSE
3,18,It Snakes a Village,"Sun, Mar 24, 2013",Bob and the family take a swinging vacation.,7.7,1200,"https://m.media-amazon.com/images/M/MV5BOTQ5NTA1NzY1MV5BMl5BanBnXkFtZTgwMTA3Mjk0MjE@._V1_QL75_UX500_CR0,47,500,281_.jpg",https://www.imdb.com/title/tt2735284/?ref_=ttep_ep_18,FALSE
3,19,Family Fracas,"Sun, Apr 14, 2013",The Belchers appear on a television game show.,7.3,1300,"https://m.media-amazon.com/images/M/MV5BMTY2NjIzMzQ1NV5BMl5BanBnXkFtZTgwODYzMzg0MjE@._V1_QL75_UX500_CR0,47,500,281_.jpg",https://www.imdb.com/title/tt2795748/?ref_=ttep_ep_19,FALSE
3,20,The Kids Run the Restaurant,"Sun, Apr 21, 2013","When Linda takes Bob to the hospital after cutting his finger, the kids turn the basement into an underground casino.",8.1,1300,"https://m.media-amazon.com/images/M/MV5BMTcwMzIwMzYwNl5BMl5BanBnXkFtZTgwMzg2MTg0MjE@._V1_QL75_UX500_CR0,47,500,281_.jpg",https://www.imdb.com/title/tt2835026/?ref_=ttep_ep_20,FALSE
3,21,Boyz 4 Now,"Sun, Apr 28, 2013",Louise is horrified when she develops her first crush.,8.5,1500,"https://m.media-amazon.com/images/M/MV5BMTQ2OTE5NTAwMl5BMl5BanBnXkFtZTgwNTc2MTg0MjE@._V1_QL75_UX500_CR0,47,500,281_.jpg",https://www.imdb.com/title/tt2835028/?ref_=ttep_ep_21,FALSE
3,22,Carpe Museum,"Sun, May 5, 2013",A school trip to the museum turns wild for the Belchers.,8.2,1300,"https://m.media-amazon.com/images/M/MV5BNDk4MDAzMjc3Ml5BMl5BanBnXkFtZTgwMDg2MTg0MjE@._V1_QL75_UX500_CR0,47,500,281_.jpg",https://www.imdb.com/title/tt2835032/?ref_=ttep_ep_22,FALSE
3,23,The Unnatural,"Sun, May 12, 2013",Gene loses his confidence after playing badly during a baseball game so Linda sends him to a baseball coach.,7.5,1200,"https://m.media-amazon.com/images/M/MV5BMTUzODE0MjA2OV5BMl5BanBnXkFtZTgwMjA3MTg0MjE@._V1_QL75_UX500_CR0,47,500,281_.jpg",https://www.imdb.com/title/tt2835034/?ref_=ttep_ep_23,FALSE
4,1,A River Runs Through Bob,"Sun, Sep 29, 2013",Bob and the family face the great outdoors.,7.8,1300,"https://m.media-amazon.com/images/M/MV5BMTQzNTAxMjQwN15BMl5BanBnXkFtZTgwMzk3MTMzMDE@._V1_QL75_UY281_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt2531556/?ref_=ttep_ep_1,FALSE
4,2,Fort Night,"Sun, Oct 6, 2013",Tricks and treats and lunatics abound.,8.3,1300,"https://m.media-amazon.com/images/M/MV5BMjE2MTM5Mjg5Ml5BMl5BanBnXkFtZTgwNzE4MTMzMDE@._V1_QL75_UY281_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt3211834/?ref_=ttep_ep_2,FALSE
4,3,Seaplane!,"Sun, Nov 3, 2013","Linda is bored by Bob's tired attempts at Date Night and decides to sign up for flying lessons. When Bob won't join her, she becomes the target of ""Upskirt Kurt"", the most charming pilot in the air.",7.7,1300,"https://m.media-amazon.com/images/M/MV5BMTQxNjg1OTc2NF5BMl5BanBnXkFtZTgwMjQyNzg0MjE@._V1_QL75_UX500_CR0,47,500,281_.jpg",https://www.imdb.com/title/tt3280380/?ref_=ttep_ep_3,FALSE
4,4,My Big Fat Greek Bob,"Sun, Nov 10, 2013","Bob scores a temporary gig as a cook at an ""underdog"" frat house and discovers that he fits right in! Hijinks ensue as Bob and the rest of the fraternity brothers find themselves in the middle of a collegiate prank war that involves the house's most famous alumnus, Dr. Yap. Meanwhile, the kids are on a mission to invade the frat house and get in on the action.",7.5,1200,"https://m.media-amazon.com/images/M/MV5BMTQ5MDQ3MzM0NF5BMl5BanBnXkFtZTgwODQ5MDk0MjE@._V1_QL75_UX500_CR0,47,500,281_.jpg",https://www.imdb.com/title/tt3304836/?ref_=ttep_ep_4,FALSE
4,5,Turkey in a Can,"Sun, Nov 24, 2013","Determined to have a perfect Thanksgiving, Bob meticulously prepares the family turkey. But, to his horror, he finds that someone then dumps the turkey in the toilet in an act of Thanksgiving sabotage.",8.4,1400,"https://m.media-amazon.com/images/M/MV5BMjA3MTgxOTg1MF5BMl5BanBnXkFtZTgwNDYxMDc2MDE@._V1_QL75_UY281_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt3304838/?ref_=ttep_ep_5,TRUE
4,6,Purple Rain-Union,"Sun, Dec 1, 2013","Linda has an upcoming 25 year reunion at Cardinal Gennaro High. Debbie, chairman of the reunion, needs entertainment for the gala. Linda's old band, The Ta Tas, are not even her 3rd choice, but she asks Linda to round up the band: Angie, Patsy, Nancy, and Gayle. Linda does not want to do it: 25 years ago, Bad Hair Day rocked the talent show; and BHD still rocks the pro circuit. The kids egg on Linda until she agrees to perform. Tina plans to babysit, so the kids plan to attend. Like Louise says, who would miss the train wreck of all train wrecks? The kids fail to consider a key variable: Jen, the boring babysitter. All of a sudden, BHD... Woo! BHD will make one appearance; things are looking black at the Belcher house. The Ta Tas sound like cats being electrocuted while gnawing on tin cans and toenails. But Bob still has the most interesting date in the joint.",7.5,1200,"https://m.media-amazon.com/images/M/MV5BMjE3MTM2MDg5N15BMl5BanBnXkFtZTgwMzUxMDc2MDE@._V1_QL75_UY281_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt3341538/?ref_=ttep_ep_6,FALSE
4,7,Bob and Deliver,"Sun, Dec 8, 2013","To Tina's delight, Bob becomes the substitute ""Home Ec"" teacher at her school and ends up creating a full-scale restaurant in the classroom. However, her excitement is short-lived as Bob's position causes father/daughter friction. But when Gene and Louise go to work for Bob's ""school"" restaurant, Linda must fend for herself at the family's ""other"" restaurant (aka Bob's Burgers).",8.2,1200,"https://m.media-amazon.com/images/M/MV5BYTRhOTE5ZjItMWZkYi00MGQ1LWFlNzktZDZlZTk5MjMxMjI5XkEyXkFqcGc@._V1_QL75_UY281_CR1,0,500,281_.jpg",https://www.imdb.com/title/tt3344302/?ref_=ttep_ep_7,FALSE
4,8,Christmas in the Car,"Sun, Dec 15, 2013","After spending Christmas Eve outrunning a candy cane truck with their last-minute tree, the Belchers find that Bob's friend gets caught in the kids' Santa trap.",8.2,1400,"https://m.media-amazon.com/images/M/MV5BMjI4MjIxMDU2NF5BMl5BanBnXkFtZTgwNTY4ODg0MjE@._V1_QL75_UX500_CR0,47,500,281_.jpg",https://www.imdb.com/title/tt3379840/?ref_=ttep_ep_8,TRUE
4,9,Slumber Party,"Sun, Jan 5, 2014","Linda decides to invite some of Louise's classmates over for a slumber party without her knowledge. With the prospect of being forced to endure an entire night with people she hates, Louise devises a plan to get all the girls to beg to go home. With the help of Tina and Gene, she starts to try and scare them off, but one is reluctant to go.",8.2,1200,"https://m.media-amazon.com/images/M/MV5BMjA2NTcxNTU1N15BMl5BanBnXkFtZTgwNjY2ODg0MjE@._V1_QL75_UX500_CR0,47,500,281_.jpg",https://www.imdb.com/title/tt3406076/?ref_=ttep_ep_9,FALSE
4,10,Presto-Tina-o,"Sun, Jan 12, 2014","Tina becomes a magician's assistant in order to get closer to Jimmy Jr., while Bob becomes the victim of a magician's ""curse.""",7.3,1100,"https://m.media-amazon.com/images/M/MV5BMjM2NDkxMTM3NF5BMl5BanBnXkFtZTgwNDcyOTg0MjE@._V1_QL75_UX500_CR0,47,500,281_.jpg",https://www.imdb.com/title/tt3422500/?ref_=ttep_ep_10,FALSE
4,11,"Easy Com-mercial, Easy Go-mercial","Sun, Jan 26, 2014","To compete with fellow ""restaurateur,"" Jimmy Pesto, and his blowout Super Bowl event, Bob is determined to create a Bob's Burgers commercial to air during the ""big game."" In an effort to outshine Pesto, the Belchers recruit Randy, a documentarian, to assist with the filmmaking and hire on former pro football star Sandy Frye to be the celebrity endorser.",7.4,1100,"https://m.media-amazon.com/images/M/MV5BMTQ0MDQ4NTM5MF5BMl5BanBnXkFtZTgwMTY5NDg0MjE@._V1_QL75_UX500_CR0,47,500,281_.jpg",https://www.imdb.com/title/tt3457742/?ref_=ttep_ep_11,FALSE
4,12,The Frond Files,"Sun, Mar 9, 2014",The Belcher children write fantasy essays about their school that their guidance counselor finds offensive.,8,1200,"https://m.media-amazon.com/images/M/MV5BMjEzMDAzOTYxMl5BMl5BanBnXkFtZTgwNDY5MTk0MjE@._V1_QL75_UX500_CR0,47,500,281_.jpg",https://www.imdb.com/title/tt3550794/?ref_=ttep_ep_12,FALSE
4,13,Mazel Tina,"Sun, Mar 16, 2014",A series of mishaps leave Tina the center of attention at a classmate's Bat Mitzvah she wasn't invited to.,8.1,1200,"https://m.media-amazon.com/images/M/MV5BODQ0NjY0MDU2MV5BMl5BanBnXkFtZTgwMDYyNzg0MjE@._V1_QL75_UX500_CR0,47,500,281_.jpg",https://www.imdb.com/title/tt3560292/?ref_=ttep_ep_13,FALSE
4,14,Uncle Teddy,"Sun, Mar 23, 2014","Bob and Linda ask Teddy to babysit the kids while they're on a romantic getaway at a Burger Convention. In the process, Teddy earns the title ""Uncle Teddy"" when he puts Tina's crush in his place for using her to get free burgers.",8,1100,"https://m.media-amazon.com/images/M/MV5BMjEzNzM4OTcyMV5BMl5BanBnXkFtZTgwMTI4ODg0MjE@._V1_QL75_UX500_CR0,47,500,281_.jpg",https://www.imdb.com/title/tt3577570/?ref_=ttep_ep_14,FALSE
4,15,The Kids Rob a Train,"Sun, Mar 30, 2014","Bob, Linda, and the kids board a train for a wine tasting while the kids are put in the caboose. The kids sneak out in an attempt to steal the chocolate from the kitchen car while Bob challenges another person on the train to a contest.",8.1,1200,"https://m.media-amazon.com/images/M/MV5BMTYwMDU2ODc3Nl5BMl5BanBnXkFtZTgwNzg3NDc5MjE@._V1_QL75_UX500_CR0,47,500,281_.jpg",https://www.imdb.com/title/tt3634392/?ref_=ttep_ep_15,FALSE
4,16,I Get Psychic Out of You,"Sun, Apr 6, 2014",Linda is believed to be a psychic when she correctly predicts that a telemarketer is calling the restaurant.,7.4,1000,"https://m.media-amazon.com/images/M/MV5BMjI0MzcwMzA0M15BMl5BanBnXkFtZTgwMzg5Mzk0MjE@._V1_QL75_UX500_CR0,47,500,281_.jpg",https://www.imdb.com/title/tt3620196/?ref_=ttep_ep_16,FALSE
4,17,The Equestranauts,"Sun, Apr 13, 2014","In an homage to the ""Bronies"" subculture, Tina attends her first Equestra-con, a convention based on her favorite animated pony show, ""The Equestranauts."" To her surprise, she finds that the show's fans are middle-aged men (called ""Equesticles""). When a powerful super-fan tricks Tina out of her rare toy pony, it's up to Bob to go undercover to get it back.",8.1,1200,"https://m.media-amazon.com/images/M/MV5BMjI3ODU5NDM1NF5BMl5BanBnXkFtZTgwNDQ4Mjk0MjE@._V1_QL75_UX500_CR0,47,500,281_.jpg",https://www.imdb.com/title/tt3636224/?ref_=ttep_ep_17,FALSE
